0.036624,0.394409,0.791569,2.145640,3.818139,6.373339,15.630199,
0.044271,0.485672,0.946204,2.493916,4.090504,5.790048,14.900637,
0.041825,0.440177,0.913014,2.218204,4.415717,9.224055,15.591732,
0.039157,0.447078,0.891655,2.232540,4.317699,6.187970,16.490018,
0.055472,0.523180,1.040726,2.501426,5.571775,5.793464,16.790529,
0.053493,0.451497,0.936420,2.424010,3.991260,5.172255,18.154249,
0.047282,0.492669,0.981078,2.500592,4.871119,5.268153,21.381486,
0.040806,0.459286,1.161170,2.741729,13.195786,7.028609,135.629529,
0.050436,0.528282,1.119230,11.831631,32.512403,51.007106,203.394343,
0.038156,0.473150,1.233539,12.801668,32.712927,51.352589,203.689202,
