0.000013,0.001147,0.004339,0.026471,0.069735,0.107372,0.430417,
0.000013,0.001086,0.004282,0.026834,0.068508,0.107144,0.426769,
0.000013,0.001104,0.004455,0.026955,0.068293,0.106707,0.430307,
0.000013,0.001150,0.004383,0.026721,0.068004,0.107737,0.427167,
0.000017,0.001061,0.004257,0.027077,0.068757,0.107927,0.430664,
0.000013,0.001135,0.004623,0.026761,0.068425,0.106025,0.426277,
0.000012,0.001097,0.004272,0.026623,0.068439,0.107140,0.425942,
0.000012,0.001106,0.004255,0.026518,0.068763,0.106620,0.426294,
0.000040,0.001165,0.004296,0.026510,0.068230,0.107393,0.426086,
0.000018,0.001132,0.004368,0.026501,0.068187,0.105771,0.426468,
