0.000055,0.001548,0.005490,0.030635,0.075792,0.117943,0.465419,
0.000056,0.001529,0.005339,0.030488,0.076136,0.118080,0.468275,
0.000054,0.001530,0.005448,0.030744,0.076042,0.118010,0.462572,
0.000054,0.001557,0.005471,0.030316,0.076087,0.117845,0.464692,
0.000054,0.001592,0.005332,0.030731,0.076403,0.117265,0.466324,
0.000056,0.001559,0.005388,0.030758,0.076508,0.118147,0.464698,
0.000055,0.001552,0.005415,0.030383,0.076051,0.118456,0.462337,
0.000054,0.001572,0.005429,0.030383,0.075983,0.118336,0.463005,
0.000054,0.001610,0.005418,0.030473,0.075910,0.118359,0.464161,
0.000054,0.001602,0.005336,0.030529,0.076128,0.117800,0.462788,
