0.001880,0.003142,0.005003,0.012658,0.027040,0.038069,0.134324,
0.001129,0.003200,0.005146,0.012001,0.027385,0.038317,0.131675,
0.000217,0.001446,0.004022,0.012316,0.027641,0.040110,0.132459,
0.000188,0.003222,0.005045,0.012856,0.027411,0.040043,0.132435,
0.000797,0.001530,0.004995,0.013941,0.026003,0.039004,0.131840,
0.000216,0.001484,0.005023,0.012091,0.027649,0.040174,0.131077,
0.000735,0.001507,0.005015,0.011835,0.027670,0.039610,0.131722,
0.000709,0.001489,0.003373,0.011828,0.025664,0.039450,0.131465,
0.000647,0.001443,0.005041,0.011936,0.027458,0.039628,0.133128,
0.000217,0.001419,0.003341,0.013779,0.027786,0.040009,0.131000,
