0.928938,9.477978,19.461794,48.060301,76.330768,96.131574,191.926912,
0.924588,9.535366,19.336707,48.327130,79.222952,96.367263,192.202614,
0.926231,9.466441,18.964536,47.533424,76.955112,95.831279,191.539975,
0.940856,9.773646,19.292727,47.597110,76.575158,95.900881,192.053673,
0.930605,9.699110,19.368173,47.726529,76.751115,95.817687,192.012434,
0.924862,9.677222,19.110137,47.741220,77.004155,95.958106,192.809585,
0.923437,9.451104,18.969658,48.344166,76.882904,95.605265,192.207747,
0.971622,9.694231,19.255491,47.734550,76.841562,95.135811,192.179787,
0.977563,9.769859,19.351826,47.569733,76.301097,95.802630,192.034061,
0.971952,9.609623,19.124879,47.971921,76.241708,96.019125,191.564177,
