0.024708,0.258870,0.516303,1.262481,2.034918,2.539614,5.175815,
0.024593,0.257176,0.516249,1.272237,2.032416,2.542017,5.151555,
0.024764,0.255997,0.517565,1.272626,2.037520,2.540214,5.159813,
0.024459,0.257052,0.512714,1.269691,2.031461,2.539401,5.162338,
0.024469,0.256556,0.513646,1.267585,2.032475,2.537656,5.158661,
0.024605,0.258206,0.513235,1.269786,2.031295,2.545706,5.148255,
0.024557,0.256835,0.512686,1.267634,2.041143,2.541205,5.173210,
0.024605,0.258144,0.515007,1.271808,2.038088,2.539827,5.159528,
0.024510,0.257319,0.513592,1.270985,2.035963,2.546222,5.181367,
0.024802,0.257240,0.520746,1.268763,2.033766,2.542282,5.159432,
