0.005752,0.008412,0.022005,0.213017,0.770255,1.689401,35.789894,
0.005998,0.007549,0.020705,0.221286,0.762715,1.595179,32.022669,
0.005997,0.007274,0.019536,0.219520,0.758253,1.552125,30.080351,
0.005179,0.006098,0.020504,0.222214,0.756869,1.533440,30.317595,
0.006123,0.007344,0.020433,0.220045,0.784072,1.537603,30.093357,
0.003913,0.007291,0.019871,0.213193,0.779903,1.571785,30.094807,
0.005715,0.006330,0.021257,0.220712,0.790195,1.654246,30.248235,
0.005257,0.007056,0.021711,0.212178,0.789538,1.556680,34.882881,
0.005512,0.008100,0.021211,0.220973,0.799789,1.683555,30.406013,
0.005100,0.007758,0.021690,0.223284,0.795911,1.606236,30.227600,
