0.007663,0.009093,0.017842,0.173054,0.607777,1.267979,23.949600,
0.006225,0.008198,0.016031,0.168020,0.600222,1.251438,23.988629,
0.005442,0.010687,0.016751,0.170795,0.676361,1.270324,24.651728,
0.007718,0.009001,0.016464,0.169152,0.613309,1.257804,24.026757,
0.005542,0.009179,0.015993,0.169316,0.612590,1.252845,24.160760,
0.007730,0.010610,0.016854,0.169544,0.610194,1.247178,24.159928,
0.005258,0.008464,0.018594,0.172482,0.642008,1.254865,24.057970,
0.007326,0.008335,0.016827,0.171945,0.631857,1.233188,23.936221,
0.005408,0.010433,0.019143,0.165308,0.618160,1.268221,24.041534,
0.007353,0.008286,0.016423,0.172854,0.608640,1.244450,24.019681,
