0.000011,0.008771,0.072307,1.759751,12.035496,25.396853,213.941397,
0.000016,0.008784,0.071328,1.881592,12.065066,25.031300,213.749187,
0.000011,0.009258,0.070110,1.807437,12.085939,24.883025,212.709321,
0.000022,0.009038,0.073835,1.835115,12.242458,25.180766,213.095769,
0.000022,0.008747,0.071709,1.706654,12.019584,25.436227,211.566042,
0.000014,0.010817,0.070331,1.744085,12.009781,24.899400,213.155116,
0.000022,0.011855,0.071884,1.718986,12.061956,24.908189,211.620494,
0.000011,0.008780,0.071871,1.737526,12.034764,25.006520,215.903673,
0.000011,0.012484,0.069960,1.702496,12.170307,25.025866,212.939294,
0.000011,0.008764,0.074192,1.785628,12.033609,24.975166,213.207626,
