0.005528,0.008965,0.076557,1.346131,7.233446,14.498380,126.110244,
0.000263,0.011250,0.073632,1.340316,7.059980,14.204323,121.676311,
0.000159,0.009879,0.067521,1.390727,6.960994,17.292157,124.506123,
0.000291,0.011916,0.071285,1.332370,7.022125,13.936717,118.961417,
0.000265,0.009762,0.070775,1.407448,6.952894,13.952808,118.302521,
0.000294,0.012432,0.077404,1.404966,7.042695,14.117546,119.919332,
0.000251,0.009449,0.070285,1.344760,7.026591,14.117452,128.420964,
0.000290,0.011612,0.071411,1.354603,7.136933,13.884873,120.759684,
0.000259,0.009565,0.074851,1.404983,7.152014,14.084130,119.456063,
0.000193,0.013076,0.066774,1.349866,6.969749,14.100817,145.837268,
