0.014188,0.010929,0.062599,1.362439,7.818949,14.736258,119.453035,
0.000161,0.008369,0.070896,1.345516,7.074968,14.263473,118.540920,
0.000206,0.008601,0.063297,1.407802,7.158316,14.202477,120.057173,
0.010511,0.017497,0.075086,1.346380,6.922566,13.736142,121.918845,
0.000176,0.009260,0.078065,1.407929,6.855966,13.879137,120.348759,
0.000251,0.009880,0.075170,1.477191,6.867818,14.307547,120.280791,
0.000248,0.010009,0.078599,1.391740,6.846110,13.856309,116.101002,
0.000214,0.009916,0.069924,1.393444,6.846253,13.864197,120.386092,
0.000249,0.009698,0.062396,1.334687,6.928355,13.967519,119.134609,
0.000200,0.008942,0.064614,1.342909,7.258795,13.876122,117.865716,
