0.002780,0.019982,0.195130,2.132110,8.648937,17.328293,140.250083,
0.000197,0.015777,0.089137,1.516236,8.628920,18.428751,137.712550,
0.000223,0.017999,0.095888,2.377375,9.340087,16.216597,145.179216,
0.000237,0.015046,0.088315,2.714773,9.753879,16.569035,140.559589,
0.000256,0.014444,0.107908,1.600116,9.561965,21.012532,136.918218,
0.000192,0.028574,0.080739,1.620973,9.824838,20.433866,136.465973,
0.000241,0.015690,0.124399,1.691317,8.519125,16.315283,144.726904,
0.003263,0.011117,0.146674,1.896993,9.147664,16.261129,142.612734,
0.000275,0.014890,0.144697,3.056417,10.013688,18.128239,140.379826,
0.000321,0.015800,0.207514,2.171201,10.982408,21.368241,144.391553,
