0.012239,0.016752,0.073233,1.258774,7.182133,14.579966,110.839345,
0.000195,0.012066,0.068017,1.272911,6.836508,13.620551,108.727099,
0.000279,0.017793,0.067305,1.250096,6.511323,12.727735,108.728710,
0.000216,0.016186,0.069225,1.250975,6.394217,12.743509,110.768638,
0.000162,0.009404,0.075396,1.314724,6.481843,12.925836,109.804505,
0.000251,0.012405,0.076045,1.234467,9.341443,12.847028,109.898560,
0.000249,0.012145,0.072182,1.359792,6.956344,19.479778,115.912239,
0.002801,0.011372,0.068875,1.348736,6.934793,13.920158,149.505687,
0.031359,0.030700,0.113814,1.990344,13.669656,21.590507,127.734486,
0.004530,0.012714,0.079529,1.521057,6.990057,14.378710,126.407246,
