0.012257,0.016335,0.061441,1.398439,7.926160,15.142990,116.552701,
0.000269,0.012315,0.069906,1.361142,6.997263,14.021271,117.437858,
0.000328,0.010908,0.068438,1.355567,7.082522,14.115727,119.414740,
0.000208,0.013496,0.070819,1.345959,6.951288,14.085087,117.649450,
0.000236,0.010904,0.070647,1.364017,6.993157,14.498272,119.348253,
0.000277,0.009069,0.076420,1.341284,7.023576,13.985775,118.179141,
0.000273,0.009728,0.072604,1.407177,6.857793,13.838578,116.651974,
0.000266,0.009620,0.069473,1.398811,6.935246,13.899659,117.178745,
0.000143,0.011041,0.067425,1.385010,6.880587,13.868110,116.022548,
0.000286,0.010332,0.073382,1.395748,6.902810,13.887996,116.520009,
