
0.000010,0.008707,0.066717,1.696583,11.025918,23.050650,198.588116,
0.000022,0.011321,0.063909,1.777635,11.217768,23.003422,198.731774,
0.000011,0.007936,0.063588,1.552960,10.979580,22.790453,197.164891,
0.000022,0.010614,0.063801,1.529325,11.007149,22.826133,196.296044,
0.000021,0.008507,0.064053,1.914466,11.095712,22.893029,196.564942,
0.000022,0.006972,0.059075,1.454648,10.027709,21.131893,185.382501,
0.000022,0.009318,0.059398,1.553169,10.169390,21.132597,184.007020,
0.000009,0.011053,0.061804,1.539698,10.355836,21.554958,185.116232,
0.000010,0.007345,0.058828,1.534800,10.662544,21.563793,182.589572,
0.000009,0.011026,0.059724,1.558030,10.313104,21.778125,184.630674,
