0.001228,0.014815,0.072391,1.445255,9.949138,19.311508,114.049306,
0.001342,0.015114,0.077129,0.976123,7.986720,14.913088,192.238484,
0.001283,0.014989,0.081865,1.476339,9.656639,16.302390,165.830074,
0.001109,0.013836,0.077696,1.486744,8.821073,21.629171,162.933353,
0.001330,0.015078,0.060715,1.363680,9.513284,20.571258,133.769969,
0.001211,0.012456,0.079370,1.673618,6.640853,21.067466,180.908396,
0.001132,0.015327,0.070366,1.175732,9.191771,20.349819,127.448398,
0.001080,0.015689,0.077763,1.140972,7.236302,20.564291,191.596062,
0.000388,0.010247,0.077225,1.014727,8.716826,20.231222,170.623110,
0.000478,0.012974,0.075472,1.407769,9.655982,14.403707,170.374787,
